AppNo,PDF,Fyr,State,FormV,Nickname,Status,ServiceCat,OrgName,Address1,Address2,City,ZipCode,ZCExt,Phone,PhoneExt,Email,Number,FCCRegNo,AppType,CFName,CMInitial,CLName,CEmail,CPhone,CPhoneExt,CDateTime,Enrollment,NSLPCount,NSLPPer,URStatus,COneRate,CTwoRate,VoiceRate,FundReqAmt,LastUpdate,Latitude,Longitude,CongDist,CatColor
181013122,http://publicdata.usac.org/SL/Prd/Form471/17010288/181013122/Original/USAC_FCC_FORM_471_APPLICATION_181013122_CERTIFIED.pdf,2018,WA,Original,RIDGEVIEW VERIZON FORM 471 FY18,Certified,Category1,Juvenile Rehabilitation Administration,1115 Washington St Se,,Olympia,98504,5720,360-902-8104,,smithjb@dshs.wa.gov,17010288,16823296,School District,Jan,,Smith,smithjb@dshs.wa.gov,360-902-8104,,2/23/2018 19:16,111,111,1,Urban,0.9,0.85,0.1,$138.67 ,2/23/2018 19:17,47.0363839,-122.8974986,Congressional District 10,1
181035918,http://publicdata.usac.org/SL/Prd/Form471/271676/181035918/Original/USAC_FCC_FORM_471_APPLICATION_181035918_CERTIFIED.pdf,2018,WI,Original,Spectrum,Certified,Category1,Morning Star Lutheran School,N171w20131 Highland Rd,,Jackson,53037,9245,262-677-9357,,technology.coord@morningstarwels.org,60484,21612742,School,Joshua,,J Schoeneck,jjschoeneck@gmail.com,262-677-9357,,3/21/2018 15:28,163,15,0.09,Urban,0.4,0.4,0,$140.35 ,3/21/2018 15:29,43.330438,-88.1578974,Congressional District 5,1
181025952,http://publicdata.usac.org/SL/Prd/Form471/347076/181025952/Original/USAC_FCC_FORM_471_APPLICATION_181025952_CERTIFIED.pdf,2018,OK,Original,Cat 1 telecommunications 18-19,Certified,Category1,Schulter Indep School Dist 6,23507 Flax Ave,,Schulter,74460,,918-652-8200,,,140206,14407514,School District,Gwyneth,,C Ayres,gcayres@schulter.k12.ok.us,918-652-8200,,3/15/2018 15:32,143,126,0.88,Rural,0.9,0.85,0.1,$140.40 ,3/15/2018 15:33,35.5143484,-95.9581848,Congressional District 2,1
181027482,http://publicdata.usac.org/SL/Prd/Form471/334973/181027482/Original/USAC_FCC_FORM_471_APPLICATION_181027482_CERTIFIED.pdf,2018,FL,Original,SpectrumVoice471LakeAlfred Year21,Certified,Category1,Lake Alfred Public Library,245 N Seminole Ave,,Lake Alfred,33850,2119,863-519-7958,,gladys.roberts@mypclc.info,127819,26258236,Library,Gladys,,Roberts,lakalfliberate@gmail.com,863-519-7958,,3/21/2018 15:25,"93,451","82,892",0.89,Urban,0.9,0.85,0.1,$142.80 ,3/21/2018 15:26,28.0936898,-81.7279526,Congressional District 9,1
181016069,http://publicdata.usac.org/SL/Prd/Form471/345101/181016069/Original/USAC_FCC_FORM_471_APPLICATION_181016069_CERTIFIED.pdf,2018,KS,Original,LANE COUNTY LIBRARY FY2018.C2,Certified,Category2,Lane County Library,144 South Lane Po Box 997,,Dighton,67839,,620-397-2808,,,138163,11835493,Library System,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/2/2018 10:19,256,119,0.46,Rural,0.7,0.7,0,$143.75 ,3/2/2018 10:20,38.4813358,-100.465259,Congressional District 1,1
181000135,http://publicdata.usac.org/SL/Prd/Form471/17003687/181000135/Original/USAC_FCC_FORM_471_APPLICATION_181000135_CERTIFIED.pdf,2018,PR,Original,PAEC-VOIP -2018,Certified,Category1,Proyecto De Apoyo Y Enlace Comunitario (Paec),Carr. 417 Km 4.2 Bo Marias,,Aguada,602,,787-252-3439,,mariahernandez2016paec@gmail.com,17003687,25204108,Library System,Maria,A,Hernandez,mariahernandez2016paec@gmail.com,787-252-3439,,1/11/2018 13:58,"285,577","285,215",1,Rural,0.9,0.85,0.1,$144.00 ,1/11/2018 13:59,,,,1
181012579,http://publicdata.usac.org/SL/Prd/Form471/332269/181012579/Original/USAC_FCC_FORM_471_APPLICATION_181012579_CERTIFIED.pdf,2018,NY,Original,Y21-Randolph Acad-125053,Certified,Category1,Randolph Academy Sch Dist,336 W Main Street,,Randolph,14772,9621,716-358-6866,202,,125053,11966876,School District,Patrick,,Doyle,pdoyle.1@e1b.org,716-821-7051,,2/27/2018 9:46,175,175,1,Urban,0.9,0.85,0.1,$144.94 ,2/27/2018 9:47,42.1594453,-78.9910882,Congressional District 23,1
181013113,http://publicdata.usac.org/SL/Prd/Form471/17010288/181013113/Original/USAC_FCC_FORM_471_APPLICATION_181013113_CERTIFIED.pdf,2018,WA,Original,CANYON VIEW VERIZON FORM 471 FY18,Certified,Category1,Juvenile Rehabilitation Administration,1115 Washington St Se,,Olympia,98504,5720,360-902-8104,,smithjb@dshs.wa.gov,17010288,16823296,School District,Jan,,Smith,smithjb@dshs.wa.gov,360-902-8104,,2/23/2018 18:38,111,111,1,Urban,0.9,0.85,0.1,$145.63 ,2/23/2018 18:38,47.0363839,-122.8974986,Congressional District 10,1
181012822,http://publicdata.usac.org/SL/Prd/Form471/332990/181012822/Original/USAC_FCC_FORM_471_APPLICATION_181012822_CERTIFIED.pdf,2018,PA,Original,FY 2018 Paul Smith Telecom,Certified,Category1,York County Library System,159 East Market Street,,York,17401,,717-849-6965,,,125786,12186284,Library System,Rob,,Mckinney,rmckinney@yorklibraries.org,717-849-6965,,2/23/2018 11:33,"5,917","5,917",1,Urban,0.9,0.85,0.1,$145.93 ,2/23/2018 11:34,39.9637418,-76.7241589,Congressional District 4,1
181028979,http://publicdata.usac.org/SL/Prd/Form471/362433/181028979/Original/USAC_FCC_FORM_471_APPLICATION_181028979_CERTIFIED.pdf,2018,KS,Original,PLAINS COMMUNITY LIBRARY FY2018.C2,Certified,Category2,Plains Community Library,"P.O. Box 7, 500 Grand Ave",,Plains,67869,,620-563-7326,,plainslibrary@plainslibrary.info,212209,11836491,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/19/2018 8:57,729,564,0.77,Rural,0.9,0.85,0.1,$146.65 ,3/19/2018 8:58,37.2612282,-100.5894197,Congressional District 1,1
181019584,http://publicdata.usac.org/SL/Prd/Form471/393560/181019584/Original/USAC_FCC_FORM_471_APPLICATION_181019584_CERTIFIED.pdf,2018,OH,Original,BHCS Form 471 FY18 MIBS,Certified,Category2,Beacon Hill Community School,10470 Winesburg Road,,Dundee,44624,,330-359-5600,,tesc_bherman@tccsa.net,16066052,21417068,School,Brad,,Herman,tesc_bherman@tccsa.net,330-359-5600,,3/8/2018 11:23,66,17,0.26,Rural,0.6,0.6,0,$147.60 ,3/8/2018 11:23,40.671824,-81.702346,Congressional District 16,1
181033645,http://publicdata.usac.org/SL/Prd/Form471/345130/181033645/Original/USAC_FCC_FORM_471_APPLICATION_181033645_CERTIFIED.pdf,2018,KS,Original,Scott FY2018,Certified,Category2,Scott County Library,110 W 8th St,,Scott City,67871,1505,316-872-3855,,sclib@wbsnet.org,138193,11937992,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/20/2018 20:51,914,476,0.52,Rural,0.8,0.8,0,$147.60 ,3/20/2018 20:52,38.4797794,-100.9078527,Congressional District 1,1
181007420,http://publicdata.usac.org/SL/Prd/Form471/332437/181007420/Original/USAC_FCC_FORM_471_APPLICATION_181007420_CERTIFIED.pdf,2018,PA,Original,STO-ROX-2018-C1-CELLULAR,Certified,Category1,Sto-Rox School District,600 Russellwood Ave,,Mc Kees Rocks,15136,,412-771-3213,,,125225,12019717,School District,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,2/7/2018 13:38,"1,216","1,137",0.94,Urban,0.9,0.85,0.1,$148.27 ,2/7/2018 13:39,40.4706185,-80.0741338,Congressional District 14,1
181039804,http://publicdata.usac.org/SL/Prd/Form471/336462/181039804/Original/USAC_FCC_FORM_471_APPLICATION_181039804_CERTIFIED.pdf,2018,OH,Original,471 18-19 TS,Certified,Category1,Kate Love Simpson Library System,358 E Main St,,Mcconnelsville,43756,1130,740-962-2533,,,129342,14391551,Library System,Tara,,Sidwell,tsidwell@seolibraries.org,740-962-2533,,3/22/2018 17:31,"1,851","1,851",1,Rural,0.9,0.85,0.1,$148.50 ,3/22/2018 17:33,39.648439,-81.849164,Congressional District 15,1
181005195,http://publicdata.usac.org/SL/Prd/Form471/329657/181005195/Original/USAC_FCC_FORM_471_APPLICATION_181005195_CERTIFIED.pdf,2018,CT,Original,Ledyard Library Fiber maintenance 2018,Certified,Category1,Ledyard Public Libraries,718 Colonel Ledyard Highway,,Ledyard,6339,,860-464-9917,,bradbury@ledyard.lioninc.org,122402,12321899,Library System,Gale,,Bradbury,bradbury@ledyard.lioninc.org,860-464-9912,,2/1/2018 11:48,"2,418",516,0.21,Urban,0.5,0.5,0,$150.00 ,2/1/2018 11:49,41.4399019,-72.0151573,Congressional District 2,1
181022273,http://publicdata.usac.org/SL/Prd/Form471/329749/181022273/Original/USAC_FCC_FORM_471_APPLICATION_181022273_CERTIFIED.pdf,2018,CT,Original,Milford Public Library Fiber Maintenance 2018,Certified,Category1,Milford Public Library,57 New Haven Ave,,Milford,6460,3308,203-783-3399,,cangeli@ci.milford.ct.us,122495,25705757,Library,Chris,,Angeli,cangeli@ci.milford.ct.us,203-783-3399,,3/12/2018 14:39,"5,881","1,161",0.2,Urban,0.5,0.5,0,$150.00 ,3/12/2018 14:39,41.2225804,-73.0547258,Congressional District 3,1
181023340,http://publicdata.usac.org/SL/Prd/Form471/329543/181023340/Original/USAC_FCC_FORM_471_APPLICATION_181023340_CERTIFIED.pdf,2018,CT,Original,Norfolk Library Fiber Maintenance 2018,Certified,Category1,Norfolk Library,9 Greenwoods Rd E,,Norfolk,6058,,860-542-5075,,,122285,25684747,Library,Ann,,Havemeyer,norfolkdirector@biblio.org,860-542-5075,,3/13/2018 14:10,"1,085",98,0.09,Rural,0.5,0.5,0,$150.00 ,3/13/2018 14:11,41.9896479,-73.1988004,Congressional District 5,1
181026676,http://publicdata.usac.org/SL/Prd/Form471/329798/181026676/Original/USAC_FCC_FORM_471_APPLICATION_181026676_CERTIFIED.pdf,2018,CT,Original,Clark Fiber Maintenance 2018,Certified,Category1,Clark Memorial Library,538 Amity Rd,,Bethany,6524,3015,203-393-2103,,mcanhamclyne@gmail.com,122544,25737727,Library,Melissa,,Canham-Clyne,mcanhamclyne@bethanylibrary.org,203-393-2103,,3/16/2018 11:56,"2,345",102,0.04,Rural,0.5,0.5,0,$150.00 ,3/16/2018 11:57,41.4269288,-72.9944509,Congressional District 3,1
181010920,http://publicdata.usac.org/SL/Prd/Form471/331299/181010920/Original/USAC_FCC_FORM_471_APPLICATION_181010920_CERTIFIED.pdf,2018,NY,Original,COHS18,Certified,Category1,Cohoes Public Library,169 Mohawk Street,,Cohoes,12047,,518-235-2570,,cohs.erate@uhls.lib.ny.us,124058,14361406,Library,Deanna,,Dicarlo,cohs.erate@uhls.lib.ny.us,518-437-9880,,2/23/2018 9:01,"2,043","1,754",0.86,Urban,0.9,0.85,0.1,$150.29 ,2/23/2018 9:01,42.7719893,-73.6994031,Congressional District 20,1
181010033,http://publicdata.usac.org/SL/Prd/Form471/334883/181010033/Original/USAC_FCC_FORM_471_APPLICATION_181010033_CERTIFIED.pdf,2018,FL,Original,7381 - MIAMI NORLAND SENIOR,Certified,Category2,127722 - Miami-Dade County Public Schools,1450 Ne 2nd Ave,,Miami,33132,,305-995-3433,,e-rate@dadeschools.net,127722,5428834,School District,Rolando,,Avila,e-rate@dadeschools.net,305-995-3334,,3/17/2018 11:00,"290,606","224,629",0.77,Urban,0.9,0.85,0.1,$150.45 ,3/17/2018 11:01,25.7889987,-80.1909638,Congressional District 24,1
181004945,http://publicdata.usac.org/SL/Prd/Form471/332739/181004945/Original/USAC_FCC_FORM_471_APPLICATION_181004945_CERTIFIED.pdf,2018,PA,Original,2018 Cat 2 cabling EN NET,Certified,Category2,Franklin Area School District,702 Liberty Street,,Franklin,16323,1310,814-432-8917,,,125531,12096921,School District,Michael,S,Armburger,sarmburger@fasd.k12.pa.us,814-432-8917,1109,1/30/2018 10:32,"1,947","1,070",0.55,Rural,0.8,0.8,0,$151.04 ,1/30/2018 10:33,41.3877837,-79.8227539,Congressional District 5,1
181038376,http://publicdata.usac.org/SL/Prd/Form471/333883/181038376/Original/USAC_FCC_FORM_471_APPLICATION_181038376_CERTIFIED.pdf,2018,WV,Original,WV010-YR21,Certified,Category1,Buffalo Creek Memorial Library,511 E Mcdonald Ave,,Man,25635,1014,304-583-7887,,,126698,11942711,Library,Judy,K,Rule,buffalo.creek@cabell.lib.wv.us,304-528-5700,,3/22/2018 13:14,"5,806","5,016",0.86,Rural,0.9,0.85,0.1,$151.63 ,3/22/2018 13:15,37.7349867,-81.8749114,Congressional District 3,1
181027664,http://publicdata.usac.org/SL/Prd/Form471/351607/181027664/Original/USAC_FCC_FORM_471_APPLICATION_181027664_CERTIFIED.pdf,2018,OR,Original,Cellular,Certified,Category1,Gervais School District 1,290 First Street,,Gervais,97026,,503-792-3803,,,144834,11796489,School District,Tracy,,Lewis,tracy_lewis@gervais.k12.or.us,503-792-3803,5070,3/19/2018 13:10,"1,061",922,0.87,Urban,0.9,0.85,0.1,$152.88 ,3/19/2018 13:11,45.1055098,-122.8972718,Congressional District 5,1
181021981,http://publicdata.usac.org/SL/Prd/Form471/394457/181021981/Original/USAC_FCC_FORM_471_APPLICATION_181021981_CERTIFIED.pdf,2018,CO,Original,Belle Creek_471_y21 Cat 2,Certified,Category2,Belle Creek Charter School,9290 East 107th Avenue,,Henderson,80640,,303-468-0160,,boos.rick@gmail.com,16067971,21488960,School,Jim,,Abrahamsen,abrahamsenj@comcast.net,303-919-0842,,3/12/2018 12:20,662,293,0.44,Urban,0.6,0.6,0,$153.00 ,3/12/2018 12:21,39.8914767,-104.879731,Congressional District 7,1
181036535,http://publicdata.usac.org/SL/Prd/Form471/346153/181036535/Original/USAC_FCC_FORM_471_APPLICATION_181036535_CERTIFIED.pdf,2018,LA,Original,CANEVIEW -- 072,Certified,Category1,Iberia Parish School Board,1500 Jane St,,New Iberia,70563,,337-365-2341,,,139260,11941531,School District,Dena,,Louviere,delouviere@iberia.k12.la.us,337-365-2341,,3/21/2018 17:30,"13,449","13,122",0.98,Urban,0.9,0.85,0.1,$157.08 ,3/21/2018 17:31,30.0247811,-91.8233491,Congressional District 3,1
181003597,http://publicdata.usac.org/SL/Prd/Form471/17013255/181003597/Original/USAC_FCC_FORM_471_APPLICATION_181003597_CERTIFIED.pdf,2018,CT,Original,STAMFORD-2018-C1-CELLULAR,Certified,Category1,Stamford Academy Charter School,229 North St,,Stamford,6901,1112,203-324-6300,,jhoch@domuskids.org,17013255,26287284,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,1/29/2018 11:33,155,134,0.86,Urban,0.9,0.85,0.1,$157.26 ,1/29/2018 11:34,41.0593044,-73.5365595,Congressional District 4,1
181014039,http://publicdata.usac.org/SL/Prd/Form471/367750/181014039/Original/USAC_FCC_FORM_471_APPLICATION_181014039_CERTIFIED.pdf,2018,OK,Original,Voice 471 2018,Certified,Category1,Apache Public Library,111 East Evans,,Apache,73006,593,580-588-3661,,apachelib@pldi.net,227633,11842119,Library,Kelly,,Dennington,apacheerate@gmail.com,580-588-3661,,2/27/2018 9:58,582,466,0.8,Rural,0.9,0.85,0.1,$157.97 ,2/27/2018 9:58,34.8936404,-98.3663054,Congressional District 3,1
181040845,http://publicdata.usac.org/SL/Prd/Form471/384411/181040845/Original/USAC_FCC_FORM_471_APPLICATION_181040845_CERTIFIED.pdf,2018,UT,Original,Analog service 2018,Certified,Category1,Ogden-Weber Community Action Partnership Head Start Program School District Office,3159 Grant Avenue,,Ogden,84401,3942,801-399-9281,304,nashby@owcap.org,16049500,11720018,School District,Nathan,,Ashby,nashby@owcap.org,801-399-9281,324,3/22/2018 19:52,677,677,1,Urban,0.9,0.85,0.1,$158.04 ,3/22/2018 19:53,41.2066404,-111.9743976,Congressional District 1,1
181039275,http://publicdata.usac.org/SL/Prd/Form471/402100/181039275/Original/USAC_FCC_FORM_471_APPLICATION_181039275_CERTIFIED.pdf,2018,CA,Original,2018 471 Application - Metro Charter - phone new location,Certified,Category1,Metro Charter Elementary School,"700 Wilshire, Suite 400",,Los Angeles,90017,,213-377-5708,,,16077313,24285744,School,Kristin,,Sniecinski,kristin@erateadvantage.com,908-894-3114,,3/22/2018 14:03,187,143,0.76,Urban,0.9,0.85,0.1,$161.17 ,3/22/2018 14:04,34.048684,-118.2575278,Congressional District 34,1
181039781,http://publicdata.usac.org/SL/Prd/Form471/356479/181039781/Original/USAC_FCC_FORM_471_APPLICATION_181039781_CERTIFIED.pdf,2018,IL,Original,Verizon voice,Certified,Category1,Christopher Unit School District #99,1 Bearcat Drive,,Christopher,62822,,618-724-9461,215,erate@cpher99.org,197523,11900693,School District,Butch,,Wilson,bwilson@cpher99.org,618-724-9461,,3/22/2018 15:39,778,755,0.97,Rural,0.9,0.85,0.1,$161.64 ,3/22/2018 15:42,37.9780972,-89.0642402,Congressional District 12,1
181012904,http://publicdata.usac.org/SL/Prd/Form471/17002460/181012904/Original/USAC_FCC_FORM_471_APPLICATION_181012904_CERTIFIED.pdf,2018,FL,Original,Broighthouse Voice,Certified,Category1,Radiant Life Academy,8151 Clarcona Ocoee Rd,,Orlando,32818,1228,407-299-7460,,pastorjeffcromwell@gmail.com,17002460,25174525,School,Jeff,,Cromwell,pastorjeffcromwell@gmail.com,407-299-7460,,2/23/2018 12:12,242,242,1,Urban,0.9,0.85,0.1,$162.00 ,2/23/2018 12:12,28.6135733,-81.494943,Congressional District 10,1
181000869,http://publicdata.usac.org/SL/Prd/Form471/351407/181000869/Original/USAC_FCC_FORM_471_APPLICATION_181000869_CERTIFIED.pdf,2018,CA,Original,144628 Bangor Union Local and LD,Certified,Category1,Bangor Union Elem Sch District,7549 Oro-Bangor Highway,P.O. Box 340,Bangor,95914,,530-679-2434,203,rbylund@bangorunion.org,144628,11824992,School District,Jim,,Galloway,jimg@jegconsult.com,530-403-7387,,2/22/2018 13:50,88,67,0.76,Rural,0.9,0.85,0.1,$163.56 ,2/22/2018 13:51,39.3905733,-121.4077076,Congressional District 1,1
181026509,http://publicdata.usac.org/SL/Prd/Form471/17001621/181026509/Original/USAC_FCC_FORM_471_APPLICATION_181026509_CERTIFIED.pdf,2018,FL,Original,Lake Wales Library BEN 127822,Certified,Category1,Department Of Management Services,"4050 Esplanade Way, Ste 335 Bldg.",,Tallahasse,33299,950,850-413-0619,,erateassist.district@dms.myflorida.com,17001621,22278436,Consortium,Lyell,,Walker,erateassist.district@dms.myflorida.com,850-413-0619,,3/22/2018 13:04,"93,451","82,892",0.89,Urban,0.9,0.85,0.1,$164.20 ,3/22/2018 13:05,30.3898837,-84.2327538,Congressional District 2,1
181002303,http://publicdata.usac.org/SL/Prd/Form471/246702/181002303/Original/USAC_FCC_FORM_471_APPLICATION_181002303_CERTIFIED.pdf,2018,GA,Original,Erate 2018-2019,Certified,Category1,Brantley County Public Library,14046 Cleveland St E,,Nahunta,31553,,912-462-5454,,kmoody@trrl.org,34356,11911880,Library,Kathy,,Moody,kmoody@trrl.org,912-462-5454,,1/19/2018 10:02,"3,232","2,619",0.81,Rural,0.9,0.85,0.1,$164.98 ,1/19/2018 10:03,31.2055394,-81.9711778,Congressional District 1,1
181029581,http://publicdata.usac.org/SL/Prd/Form471/344634/181029581/Original/USAC_FCC_FORM_471_APPLICATION_181029581_CERTIFIED.pdf,2018,KS,Original,WAMEGO PUBLIC LIBRARY FY2018.C2,Certified,Category2,Wamego Public Library,431 Lincoln St,,Wamego,66547,1631,785-456-9181,,director@wamegopubliclibrary.com,137680,11823432,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/19/2018 12:20,"1,546",456,0.29,Rural,0.6,0.6,0,$165.65 ,3/19/2018 12:20,39.2019801,-96.3053668,Congressional District 1,1
181029788,http://publicdata.usac.org/SL/Prd/Form471/344603/181029788/Original/USAC_FCC_FORM_471_APPLICATION_181029788_CERTIFIED.pdf,2018,KS,Original,LEONARDVILLE CITY LIBRARY FY2018.C2,Certified,Category2,Leonardville City Library,"Po Box 141, 117 N. Erpelding",,Leonardville,66449,141,785-293-5606,,llibrary@twinvalley.net,137648,11956521,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/19/2018 13:25,710,197,0.28,Rural,0.6,0.6,0,$165.65 ,3/19/2018 13:26,39.3649938,-96.8592598,Congressional District 1,1
181022536,http://publicdata.usac.org/SL/Prd/Form471/335583/181022536/Original/USAC_FCC_FORM_471_APPLICATION_181022536_CERTIFIED.pdf,2018,TN,Original,DOM471Y21C2_StMichaelBMIC,Certified,Category2,Diocese Of Memphis Schools,5825 Shelby Oaks Dr,,Memphis,38134,7316,901-373-1200,,,128442,21587456,School District,Beth,,Mcconnell,bmcconnell@csmcentral.com,888-944-7798,,3/22/2018 10:46,"3,091","1,518",0.49,Urban,0.6,0.6,0,$166.92 ,3/22/2018 10:47,35.1633842,-89.8681699,Congressional District 9,1
181033567,http://publicdata.usac.org/SL/Prd/Form471/335114/181033567/Original/USAC_FCC_FORM_471_APPLICATION_181033567_CERTIFIED.pdf,2018,AL,Original,tarr1819,Certified,Category1,Tarrant Public Library,1143 Ford Ave,,Birmingham,35217,2437,205-849-2825,,,127965,13650635,Library,Karen,,Moody,kmoody@bham.lib.al.us,205-919-6878,,3/21/2018 8:26,"1,158","1,145",0.99,Urban,0.9,0.85,0.1,$168.00 ,3/21/2018 8:26,33.5829212,-86.7700758,Congressional District 7,1
181027070,http://publicdata.usac.org/SL/Prd/Form471/334665/181027070/Original/USAC_FCC_FORM_471_APPLICATION_181027070_CERTIFIED.pdf,2018,GA,Original,long distance,Certified,Category1,Central Library Of Dougherty County,300 Pine Ave,,Albany,31701,2533,229-420-3200,,,127498,11840485,Library System,Sabrina,,Little,slittle@docolib.org,229-420-3200,,3/22/2018 9:09,"14,219","13,587",0.96,Urban,0.9,0.85,0.1,$168.00 ,3/22/2018 9:10,31.5781483,-84.1539749,Congressional District 2,1
181017528,http://publicdata.usac.org/SL/Prd/Form471/308639/181017528/Original/USAC_FCC_FORM_471_APPLICATION_181017528_CERTIFIED.pdf,2018,AZ,Original,2017 - Keams Canyon Elementary School  - Local/Long Distance,Certified,Category1,Keams Canyon Elementary School,100 Main St. Building #48,,Keams Canyon,86034,,928-738-2385,,GARY.POLACCA@BIE.EDU,98629,17906447,School,Carrie,,Sakeva,carrie.sakeva@bie.edu,928-738-2385,,3/7/2018 10:55,107,82,0.77,Rural,0.9,0.85,0.1,$169.14 ,3/7/2018 10:56,35.8303027,-110.1689459,Congressional District 1,1
181024611,http://publicdata.usac.org/SL/Prd/Form471/332365/181024611/Original/USAC_FCC_FORM_471_APPLICATION_181024611_CERTIFIED.pdf,2018,PA,Original,2018 Burgettstown Library C2,Certified,Category2,Burgettstown Community Library,2 Kerr St,,Burgettstown,15021,1127,412-947-9780,,,125153,21552385,Library,Kristin,,Van Strien,kristin.vanstrien@iu1.org,724-938-3241,244,3/17/2018 12:59,"1,134",441,0.39,Rural,0.7,0.7,0,$169.83 ,3/17/2018 13:00,40.3793074,-80.3905993,Congressional District 18,1
181018825,http://publicdata.usac.org/SL/Prd/Form471/370561/181018825/Original/USAC_FCC_FORM_471_APPLICATION_181018825_CERTIFIED.pdf,2018,PA,Original,CSE Cells 18-19,Certified,Category1,Perseus House Charter School Of Excellence- Hamilton Center,1301 French St,,Erie,16501,,814-480-5926,,,233155,12043048,School District,Chris,,Maycock,cmaycock@phcse.org,814-480-5926,,3/7/2018 13:16,592,533,0.9,Urban,0.9,0.85,0.1,$169.99 ,3/7/2018 13:17,42.122762,-80.078459,Congressional District 3,1
181032965,http://publicdata.usac.org/SL/Prd/Form471/368304/181032965/Original/USAC_FCC_FORM_471_APPLICATION_181032965_CERTIFIED.pdf,2018,TX,Original,Primary and Elem cellular,Certified,Category1,Alief Montessori Community School,12013 6th St,,Houston,77072,5308,281-530-9406,,,228842,15445224,School,Delia,,Presillas,dpresillas@aliefmontessori.org,281-530-9406,,3/20/2018 16:56,282,255,0.9,Urban,0.9,0.85,0.1,$170.64 ,3/20/2018 16:57,29.712916,-95.5908436,Congressional District 9,1
181003497,http://publicdata.usac.org/SL/Prd/Form471/332990/181003497/Original/USAC_FCC_FORM_471_APPLICATION_181003497_CERTIFIED.pdf,2018,PA,Original,FY 2018 Glatfelter Telecom,Certified,Category1,York County Library System,159 East Market Street,,York,17401,,717-849-6965,,,125786,12186284,Library System,Rob,,Mckinney,rmckinney@yorklibraries.org,717-849-6965,,1/24/2018 12:09,"5,917","5,917",1,Urban,0.9,0.85,0.1,$171.03 ,1/24/2018 12:10,39.9637418,-76.7241589,Congressional District 4,1
181040409,http://publicdata.usac.org/SL/Prd/Form471/370386/181040409/Original/USAC_FCC_FORM_471_APPLICATION_181040409_CERTIFIED.pdf,2018,KS,Original,VERMILLION PUBLIC LIBRARY FY2018,Certified,Category1,Vermillion Public Library,102 1/2 Main St,,Vermillion,66544,,785-382-6227,,vplibrary@bluevalley.net,232779,11819257,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/22/2018 17:42,596,179,0.3,Rural,0.6,0.6,0,$172.08 ,3/22/2018 17:44,39.7166326,-96.2651544,Congressional District 2,1
181019505,http://publicdata.usac.org/SL/Prd/Form471/356742/181019505/Original/USAC_FCC_FORM_471_APPLICATION_181019505_CERTIFIED.pdf,2018,KS,Original,SC1819T,Certified,Category1,Crossroads Academy,2612 N. A St,,Wellington,67152,,620-326-8937,,,199344,12516746,School,Tori,,Bohannon,erate@sckesc.org,620-584-3300,121,3/9/2018 8:20,9,8,0.89,Rural,0.9,0.85,0.1,$172.10 ,3/9/2018 8:21,37.2938868,-97.3949174,Congressional District 4,1
181037242,http://publicdata.usac.org/SL/Prd/Form471/394481/181037242/Original/USAC_FCC_FORM_471_APPLICATION_181037242_CERTIFIED.pdf,2018,PA,Original,Cristo Rey 2018 Voice Block Line Systems,Certified,Category1,Cristo Rey Philadelphia High School,5218 North Broad Street,,Philadelphia,19141,,215-219-3943,,mlally@crphs.org,16068001,25776634,School,Chris,,Quintanilla,info@eratefunds.net,888-531-6772,,3/21/2018 22:05,492,478,0.97,Urban,0.9,0.85,0.1,$172.22 ,3/21/2018 22:06,40.033166,-75.1467386,Congressional District 2,1
181005620,http://publicdata.usac.org/SL/Prd/Form471/17012459/181005620/Original/USAC_FCC_FORM_471_APPLICATION_181005620_CERTIFIED.pdf,2018,PA,Original,EXECUTIVE EDUCATION-2018-C1-CELLULAR,Certified,Category1,Executive Education Academy Charter School,555 Union Blvd,,Allentown,18109,,610-737-7979,,smula@ee-schools.org,17012459,23935059,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,2/1/2018 10:34,"1,195","1,195",1,Urban,0.9,0.85,0.1,$172.32 ,2/1/2018 10:35,40.6226012,-75.4517592,Congressional District 15,1
181030333,http://publicdata.usac.org/SL/Prd/Form471/335766/181030333/Original/USAC_FCC_FORM_471_APPLICATION_181030333_CERTIFIED.pdf,2018,MS,Original,AT&T Corp Long Distance 2018,Certified,Category1,Natchez-Adams School Dist,10 Homochitto St,,Natchez,39120,,601-445-2937,,ttennessee@natchez.k12.ms.us,128629,11885407,School District,Tarvis,,Tennessee,ttennessee@natchez.k12.ms.us,601-445-2937,,3/19/2018 16:05,"3,622","3,622",1,Urban,0.9,0.85,0.1,$173.46 ,3/19/2018 16:07,31.5547895,-91.4018194,Congressional District 3,1
